epoch,grad_norm,learning_rate,loss,_line
0.01,11.156268119812012,0.0,6.3429,15
0.11,10.639998435974121,4.4999999999999996e-05,6.298,16
0.21,8.776670455932617,9.5e-05,5.7673,17
0.32,8.09241008758545,0.000145,4.872,18
0.43,8.965866088867188,0.00019500000000000002,3.8305,19
0.53,4.696258544921875,0.000245,3.2381,20
0.64,2.3388185501098633,0.000295,3.0424,21
0.75,1.4682363271713257,0.000345,2.9821,22
0.86,1.052223801612854,0.000395,2.9344,23
0.96,2.30838680267334,0.00044500000000000003,2.8482,24
1.06,1.7560395002365112,0.000495,2.7341,37
1.17,0.914348840713501,0.000545,2.5603,38
1.28,1.2665549516677856,0.0005949999999999999,2.2002,39
1.39,0.8508491516113281,0.0006450000000000001,1.693,40
1.49,1.2582297325134277,0.000695,1.2615,41
1.6,0.6958494186401367,0.000745,1.0226,42
1.71,0.6587086319923401,0.000795,0.9094,43
1.81,0.893335223197937,0.0008449999999999999,0.8193,44
1.92,0.5935701131820679,0.0008950000000000001,0.7195,45
2.02,1.0037615299224854,0.000945,0.8148,58
2.13,0.7571468353271484,0.000995,0.7101,59
2.24,1.2109447717666626,0.0009903017241379311,0.683,60
2.34,0.6279095411300659,0.0009795258620689654,0.6474,61
2.45,0.47423046827316284,0.00096875,0.5647,62
2.56,0.6598049402236938,0.0009579741379310345,0.543,63
2.66,0.5962241291999817,0.000947198275862069,0.5383,64
2.77,0.6815373301506042,0.0009364224137931034,0.5488,65
2.88,0.5343527793884277,0.000925646551724138,0.6849,66
2.98,0.48550599813461304,0.0009148706896551724,0.5292,67
3.09,0.4163934588432312,0.0009040948275862068,0.4922,80
3.19,0.48514994978904724,0.0008933189655172414,0.4967,81
3.3,0.5515721440315247,0.0008825431034482759,0.4396,82
3.41,0.45502957701683044,0.0008717672413793104,0.4387,83
3.51,0.8107795715332031,0.0008609913793103449,0.476,84
3.62,0.49842530488967896,0.0008502155172413794,0.4677,85
3.73,0.7486761212348938,0.0008394396551724138,0.451,86
3.83,0.34609612822532654,0.0008286637931034484,0.4329,87
3.94,0.4896255433559418,0.0008178879310344828,0.432,88
4.04,0.5496087670326233,0.0008071120689655172,0.4087,101
4.15,0.43219053745269775,0.0007963362068965517,0.4052,102
4.26,0.3809533715248108,0.0007855603448275862,0.408,103
4.36,0.521172285079956,0.0007747844827586207,0.3866,104
4.47,0.37798455357551575,0.0007640086206896551,0.3731,105
4.58,0.34866875410079956,0.0007532327586206897,0.3699,106
4.68,0.47128668427467346,0.0007424568965517241,0.3889,107
4.79,0.4232562482357025,0.0007316810344827586,0.3726,108
4.9,0.45504382252693176,0.0007209051724137932,0.3662,109
5.0,0.6278761625289917,0.0007101293103448276,0.3326,110
5.11,0.3350856900215149,0.0006993534482758621,0.3526,123
5.21,0.48636969923973083,0.0006885775862068966,0.3288,124
5.32,0.41590023040771484,0.000677801724137931,0.3377,125
5.43,0.9047719240188599,0.0006670258620689655,0.3203,126
5.53,0.4709518849849701,0.00065625,0.3438,127
5.64,0.39500534534454346,0.0006454741379310345,0.3099,128
5.75,0.3222208023071289,0.0006346982758620689,0.3573,129
5.86,0.29988378286361694,0.0006239224137931035,0.3124,130
5.96,0.34401461482048035,0.0006131465517241379,0.3363,131
6.06,0.3797489404678345,0.0006023706896551723,0.3222,144
6.17,0.2971785068511963,0.0005915948275862069,0.3054,145
6.28,0.2784397006034851,0.0005808189655172413,0.2983,146
6.39,0.2890881597995758,0.0005700431034482759,0.288,147
6.49,0.5265955924987793,0.0005592672413793104,0.3114,148
6.6,0.6142043471336365,0.0005484913793103449,0.2936,149
6.71,0.3256905972957611,0.0005377155172413793,0.3105,150
6.81,0.5438500642776489,0.0005269396551724139,0.3142,151
6.92,0.29486334323883057,0.0005161637931034483,0.292,152
7.02,0.3989889919757843,0.0005053879310344827,0.2796,165
7.13,0.4209853708744049,0.0004946120689655173,0.2985,166
7.24,0.42243537306785583,0.0004838362068965517,0.2793,167
7.34,0.2842594385147095,0.0004730603448275862,0.2601,168
7.45,0.3469129502773285,0.00046228448275862066,0.2625,169
7.56,0.3570992648601532,0.0004515086206896552,0.2484,170
7.66,0.387713223695755,0.0004407327586206897,0.2696,171
7.77,0.24122117459774017,0.00042995689655172414,0.2613,172
7.88,0.2567611038684845,0.00041918103448275863,0.2693,173
7.98,0.3610163927078247,0.0004084051724137931,0.2689,174
8.09,0.3842155933380127,0.00039762931034482757,0.2595,187
8.19,0.31205081939697266,0.00038685344827586206,0.2565,188
8.3,0.3159002959728241,0.0003760775862068966,0.2438,189
8.41,0.28842324018478394,0.00036530172413793105,0.2694,190
8.51,0.2473367601633072,0.00035452586206896554,0.2495,191
8.62,0.33872857689857483,0.00034375,0.2535,192
8.73,0.22634823620319366,0.0003329741379310345,0.2402,193
8.83,0.35559162497520447,0.00032219827586206897,0.2432,194
8.94,0.28327831625938416,0.0003114224137931034,0.2348,195
9.04,0.3645145297050476,0.00030064655172413796,0.261,208
9.15,0.33159735798835754,0.00028987068965517245,0.2269,209
9.26,0.34273073077201843,0.0002790948275862069,0.2376,210
9.36,0.3651677966117859,0.0002683189655172414,0.2311,211
9.47,0.24800041317939758,0.0002575431034482759,0.2517,212
9.58,0.3163313865661621,0.0002467672413793103,0.2514,213
9.68,0.3282475769519806,0.00023599137931034484,0.2318,214
9.79,0.3710184097290039,0.0002252155172413793,0.2341,215
9.9,0.31554192304611206,0.0002144396551724138,0.2173,216
10.0,0.3298059403896332,0.0002036637931034483,0.1911,217
10.11,0.28542986512184143,0.00019288793103448276,0.2276,230
10.21,0.28395119309425354,0.00018211206896551725,0.2162,231
10.32,0.2990711033344269,0.00017133620689655172,0.2089,232
10.43,0.264642596244812,0.0001605603448275862,0.21,233
